"num","REGISTRY_ID"
1,110006569089
2,110004265410
3,110054591410
4,110068834122
5,110025127468
6,110060231832
7,110067816867
8,110071019546
9,110070288704
10,110066149778
11,110044135423
12,110041159055
13,110070313064
14,110070646462
15,110070404314
16,110011835130
17,110070603029
18,110018725165
19,110068932962
20,110071822279
21,110071544371
22,110070513639
23,110020883622
24,110028248956
25,110013604082
26,110065351210
27,110070191817
28,110064960546
29,110041332377
30,110002208003
31,110064671886
32,110069173995
33,110033495803
34,110039373978
35,110041685673
36,110037458578
37,110068382618
38,110067847156
39,110071884616
40,110006334662
41,110037954265
42,110071100766
43,110070399612
44,110034443118
45,110041422626
46,110037574988
47,110053960291
48,110041735325
49,110071539861
50,110011462880
51,110007647476
52,110070010567
53,110024972635
54,110055786948
55,110045830259
56,110032074877
57,110071371861
58,110068367564
59,110064280567
60,110032387904
61,110058269163
62,110002919067
63,110009026124
64,110019049395
65,110004948825
66,110070474507
67,110018319504
68,110065680472
69,110066814647
70,110058320446
71,110011709605
72,110070411969
73,110050422645
74,110056376657
75,110032569897
76,110034565192
77,110003280137
78,110071180456
79,110068596157
80,110040373468
81,110034008268
82,110065413467
83,110070940347
84,110037961505
85,110070700920
86,110068224095
87,110006867319
88,110068647343
89,110070717269
90,110039157391
91,110070447379
92,110037828900
93,110070051690
94,110064482714
95,110033998501
96,110018233400
97,110070107169
98,110004447885
99,110068163230
100,110032588420
101,110070690184
102,110070933844
103,110070520574
104,110001206999
105,110071719673
106,110030670030
107,110019383549
108,110069583775
109,110018796016
110,110070315985
111,110070330148
112,110040773721
113,110056086408
114,110017566463
115,110043983927
116,110045803145
117,110018959705
118,110058646318
119,110013989149
120,110006525803
121,110022701637
122,110044347613
123,110004021987
124,110071202309
125,110066734421
126,110037190553
127,110034200709
128,110064507298
129,110066971753
130,110012846885
131,110068029911
132,110016851389
133,110066177693
134,110036194524
135,110029409708
136,110070485476
137,110046500808
138,110045253701
139,110004039433
140,110030792364
141,110020016711
142,110070595567
143,110065525195
144,110070278463
145,110034370419
146,110070442323
147,110046388618
148,110024394957
149,110066509914
150,110031977993
151,110014097066
152,110025090078
153,110028241908
154,110068674688
155,110019174515
156,110070537730
157,110007751744
158,110032548303
159,110060254004
160,110038953335
161,110041455047
162,110020833071
163,110040498985
164,110044566467
165,110037988416
166,110031747108
167,110036283802
168,110043548587
169,110032387959
170,110012707801
171,110040197159
172,110070049369
173,110033619555
174,110032592834
175,110069178080
176,110001162054
177,110066546731
178,110005447392
179,110064327964
180,110034788718
181,110018670516
182,110018222680
183,110067926855
184,110032191385
185,110070308870
186,110071163138
187,110001460133
188,110043426478
189,110001782615
190,110071101371
191,110033129521
192,110030719827
193,110070281251
194,110068236019
195,110070836133
196,110031952849
197,110040978270
198,110015470587
199,110042597883
200,110018353057
201,110070065234
202,110001785051
203,110070217636
204,110070593120
205,110070309285
206,110000907127
207,110002106729
208,110018679580
209,110043372739
210,110030542893
211,110066451672
212,110055710057
213,110042131449
214,110030702461
215,110054457887
216,110063952806
217,110017882371
218,110036392034
219,110019214376
220,110070447248
221,110001818258
222,110014119060
223,110015473183
224,110070290850
225,110065608514
226,110041542248
227,110045445489
228,110011660577
229,110003067902
230,110064377204
231,110033841252
232,110041492300
233,110068567688
234,110063680244
235,110020996001
236,110068059736
237,110071512281
238,110034287858
239,110022382429
240,110041738475
241,110039532324
242,110032022031
243,110036208911
244,110007781855
245,110070537149
246,110070578126
247,110069993840
248,110039442332
249,110054627383
250,110011672261
251,110001746273
252,110067975784
253,110070000397
254,110070439106
255,110070408634
256,110043582316
257,110055690042
258,110069055863
259,110002658357
260,110036278970
261,110019604052
262,110020971867
263,110064028047
264,110005790233
265,110036247460
266,110040227929
267,110041857087
268,110070452339
269,110033928908
270,110024365006
271,110070792561
272,110065762008
273,110043240766
274,110024656460
275,110016881686
276,110017464180
277,110019060914
278,110015399095
279,110040932970
280,110066380641
281,110032465044
282,110070004630
283,110005659402
284,110066410422
285,110003747964
286,110040819898
287,110065204184
288,110065640541
289,110055957273
290,110071815500
291,110019020245
292,110040300894
293,110019043523
294,110071721591
295,110006258316
296,110014855790
297,110046373624
298,110030525395
299,110016932881
300,110013658522
301,110070170991
302,110023945748
303,110015440717
304,110070282365
305,110070644523
306,110044165998
307,110043472097
308,110070316429
309,110018502173
310,110070458289
311,110071228960
312,110040965881
313,110042723050
314,110013818379
315,110070276821
316,110017437184
317,110071436045
318,110070508282
319,110009649452
320,110036399509
321,110002823856
322,110005241247
323,110033498187
324,110070684699
325,110070173331
326,110054543366
327,110058802531
328,110070876907
329,110031706447
330,110004701555
331,110020310073
332,110071864581
333,110004842724
334,110066464356
335,110037277130
336,110043480480
337,110070183603
338,110018508104
339,110032665890
340,110007259331
341,110002291500
342,110012825489
343,110005802042
344,110032470797
345,110029627410
346,110011847706
347,110070005155
348,110065637369
349,110014063976
350,110040420292
351,110067923288
352,110022433552
353,110032084241
354,110037882529
355,110071323361
356,110012875335
357,110071160147
358,110011775436
359,110071785200
360,110071267913
361,110071359817
362,110033847327
363,110071279870
364,110070739692
365,110032983261
366,110033881734
367,110039479659
368,110071659916
369,110070704581
370,110064376161
371,110016749474
372,110044195965
373,110025008970
374,110071062258
375,110070120806
376,110071272372
377,110041322985
378,110002688182
379,110067366530
380,110030471200
381,110062916858
382,110003932479
383,110028181198
384,110066742001
385,110068801407
386,110007501499
387,110013291927
388,110071081883
389,110045126555
390,110040066460
391,110009838676
392,110029939333
393,110057106643
394,110019570999
395,110066962488
396,110035863198
397,110006699778
398,110037782192
399,110010701115
400,110014436743
401,110071238543
402,110070395830
403,110016857793
404,110003709121
405,110064122006
406,110022769253
407,110070585122
408,110071062049
409,110041887438
410,110019490790
411,110071822688
412,110042728527
413,110024333675
414,110070479337
415,110065371190
416,110070004490
417,110032516454
418,110036243357
419,110010637221
420,110066537439
421,110019646025
422,110063008310
423,110013404235
424,110071428209
425,110010129501
426,110020771967
427,110030642400
428,110066542637
429,110011493151
430,110068720290
431,110004879757
432,110056044034
433,110019782831
434,110063759259
435,110010344163
436,110044906796
437,110006899972
438,110044237858
439,110066715479
440,110014321091
441,110066237557
442,110015544115
443,110039547568
444,110006535981
445,110070436724
446,110011839154
447,110064035057
448,110003313780
449,110065590444
450,110007323413
451,110069391991
452,110004585486
453,110016909498
454,110044583983
455,110069443695
456,110034883035
457,110054318966
458,110066241542
459,110014113360
460,110070479969
461,110070466870
462,110070044226
463,110071009570
464,110032553421
465,110003486861
466,110065604787
467,110070691329
468,110030578541
469,110056066894
470,110022400551
471,110019084480
472,110065563839
473,110065966146
474,110019675145
475,110029937914
476,110030407744
477,110032488939
478,110006765660
479,110017660002
480,110029928452
481,110041401015
482,110014877142
483,110070510910
484,110065224849
485,110070409211
486,110071774572
487,110014093113
488,110018891378
489,110058819113
490,110069073326
491,110055906373
492,110043848227
493,110019100756
494,110020770021
495,110064821359
496,110002872838
497,110011563398
498,110042790600
499,110071280719
500,110035748509
501,110067997001
502,110034313605
503,110040218760
504,110071078699
505,110032275071
506,110071867644
507,110009655621
508,110035843905
509,110070883824
510,110056873619
511,110011920644
512,110066283328
513,110070271961
514,110032203933
515,110028148341
516,110054632297
517,110009019506
518,110070819161
519,110024282382
520,110042507757
521,110009629269
522,110041725942
523,110070419449
524,110070044362
525,110067827579
526,110010706254
527,110070461032
528,110042311771
529,110068567287
530,110057078308
531,110046114174
532,110070002778
533,110067812727
534,110017307421
535,110022758577
536,110032166590
537,110001641518
538,110057096501
539,110031503889
540,110040272843
541,110070615073
542,110033821283
543,110063228270
544,110020114981
545,110042832281
546,110029663415
547,110054919610
548,110064657820
549,110036139130
550,110071434329
551,110070491251
552,110039678872
553,110070307501
554,110066097262
555,110040114480
556,110003425543
557,110002510471
558,110022816577
559,110059876665
560,110070871729
561,110015848430
562,110035530896
563,110071240311
564,110002775890
565,110009640004
566,110056104969
567,110032128579
568,110055317223
569,110042597918
570,110045845840
571,110071446552
572,110071397254
573,110070928105
574,110068414665
575,110040017335
576,110012157174
577,110070017200
578,110044513559
579,110035737352
580,110070250028
581,110034651972
582,110066316686
583,110070606850
584,110070444227
585,110040654627
586,110070490085
587,110005434164
588,110066790422
589,110001678961
590,110070290411
591,110064637870
592,110065301676
593,110064883327
594,110020123347
595,110024539702
596,110043816500
597,110071879672
598,110070490739
599,110062056885
600,110060124798
601,110035839956
602,110007407261
603,110056024644
604,110004027160
605,110070254907
606,110057140543
607,110002645718
608,110019222349
609,110070924004
610,110012642499
611,110006565644
612,110019155769
613,110018215803
614,110068783356
615,110070997705
616,110041886901
617,110030671137
618,110032598240
619,110066070290
620,110005911638
621,110066784689
622,110070421326
623,110008351853
624,110001745498
625,110010750240
626,110005658582
627,110033468691
628,110002009479
629,110070310949
630,110070479771
631,110046425720
632,110070319816
633,110032925663
634,110067819775
635,110070711692
636,110030403971
637,110060291054
638,110007760841
639,110067861549
640,110070512703
641,110066011381
642,110036371574
643,110045054212
644,110069462067
645,110027227686
646,110070211272
647,110050547707
648,110071072714
649,110069590464
650,110071319033
651,110067630816
652,110000447204
653,110056240376
654,110004384087
655,110065088504
656,110019572078
657,110064962465
658,110019404688
659,110037778553
660,110021026245
661,110019395527
662,110066303039
663,110064195963
664,110070371672
665,110040280308
666,110016654011
667,110003098157
668,110070444741
669,110063263775
670,110045159476
671,110070297855
672,110055749472
673,110070160360
674,110067934169
675,110069554164
676,110025348283
677,110068402972
678,110055837723
679,110058511533
680,110056056832
681,110030661558
682,110046422590
683,110066034945
684,110033871549
685,110065264378
686,110058349103
687,110035451114
688,110070475834
689,110006133638
690,110046414359
691,110004409328
692,110066715157
693,110024990474
694,110003546850
695,110035361907
696,110011654325
697,110037164207
698,110038285021
699,110070327982
700,110067033230
701,110071783140
702,110004502636
703,110070881024
704,110070263477
705,110071881451
706,110012233038
707,110055312941
708,110071668575
709,110018378502
710,110070331044
711,110003472055
712,110030344376
713,110010872804
714,110027304619
715,110015407237
716,110059823393
717,110045468953
718,110034569438
719,110035451926
720,110070416131
721,110071403992
722,110070426918
723,110065392738
724,110055158591
725,110009970335
726,110036253185
727,110036346656
728,110033465523
729,110044168316
730,110068718169
731,110070277206
732,110070585095
733,110036371814
734,110024424906
735,110003204817
736,110041887045
737,110054429579
738,110019621916
739,110071878373
740,110071101352
741,110065811651
742,110015473316
743,110070561801
744,110012024763
745,110025103670
746,110069050537
747,110014248643
748,110070688077
749,110071680460
750,110024505070
751,110070210331
752,110045365430
753,110001454426
754,110071409109
755,110040215460
756,110034456988
757,110017046873
758,110071537936
759,110070340550
760,110031837902
761,110045285856
762,110019139635
763,110017610664
764,110010966614
765,110070398260
766,110024679882
767,110035625847
768,110043236931
769,110070480020
770,110032504038
771,110071865022
772,110016875032
773,110019077309
774,110055404174
775,110031938839
776,110003287773
777,110037867546
778,110032454467
779,110022755561
780,110001080393
781,110060259027
782,110027774479
783,110039484974
784,110025324502
785,110070470112
786,110040754868
787,110044332273
788,110044510632
789,110056220664
790,110037907156
791,110001548228
792,110046489082
793,110063589273
794,110041402979
795,110070403241
796,110002813091
797,110012065718
798,110038902417
799,110034216532
800,110043082393
801,110070537356
802,110022906658
803,110043533744
804,110055530803
805,110070128866
806,110004606908
807,110008935787
808,110006239356
809,110002164942
810,110071162946
811,110017010679
812,110001627017
813,110045823613
814,110006613931
815,110055157486
816,110060240671
817,110042256901
818,110069435604
819,110070284024
820,110030413176
821,110071040573
822,110006615403
823,110029905431
824,110067035586
825,110014233230
826,110068535794
827,110070217549
828,110070318858
829,110019382087
830,110070170798
831,110070796142
832,110071307463
833,110037084669
834,110064475107
835,110058793541
836,110071508843
837,110071149360
838,110064605431
839,110032970195
840,110071145881
841,110001241861
842,110070362468
843,110068037190
844,110007324724
845,110054834319
846,110070125117
847,110068087073
848,110065325963
849,110028067099
850,110071031783
851,110043349427
852,110032475854
853,110041982423
854,110069584676
855,110066853088
856,110057007000
857,110036222361
858,110070367294
859,110029586712
860,110019101951
861,110001745470
862,110005142504
863,110019837809
864,110041730525
865,110024425816
866,110038266202
867,110067787130
868,110071668671
869,110032112381
870,110035239266
871,110071403901
872,110003702351
873,110070310421
874,110037304663
875,110031725890
876,110029410224
877,110070167937
878,110005800641
879,110030660522
880,110070512107
881,110017446423
882,110056441783
883,110070578882
884,110070429481
885,110070480685
886,110034600732
887,110070051611
888,110036345684
889,110070675984
890,110009595385
891,110071764411
892,110070281671
893,110056295977
894,110025104642
895,110070541435
896,110015333263
897,110011755500
898,110032411664
899,110015703853
900,110056121245
901,110043870040
902,110057043211
903,110034271151
904,110056373892
905,110017554421
906,110027218865
907,110037358007
908,110056139021
909,110065013176
910,110065403441
911,110070296334
912,110043539329
913,110032153639
914,110064976325
915,110034471177
916,110019033874
917,110014108447
918,110070431993
919,110037307474
920,110071781855
921,110025382459
922,110032536236
923,110071479974
924,110066483825
925,110042333515
926,110056278291
927,110037749194
928,110015565958
929,110009150140
930,110071359951
931,110040360310
932,110055593086
933,110006253865
934,110006196213
935,110068973622
936,110037748925
937,110003068796
938,110008721981
939,110064247275
940,110070628497
941,110070406167
942,110007463510
943,110055101152
944,110070875028
945,110068602907
946,110065663758
947,110071427949
948,110071670445
949,110070323252
950,110070434806
951,110010695961
952,110033902819
953,110030897180
