"num","REGISTRY_ID"
1,110004076115
2,110037265651
3,110067351225
4,110070443358
5,110055537646
6,110070934929
7,110009669340
8,110034102913
9,110070258171
10,110036326838
11,110005602213
12,110036388593
13,110067994120
14,110011634071
15,110008352273
16,110063859980
17,110069260276
18,110017716587
19,110071102811
20,110007244320
21,110065742405
22,110070511977
23,110070722798
24,110071542585
25,110018717272
26,110033420652
27,110007387309
28,110045523037
29,110032434863
30,110057078709
31,110045170630
32,110033137601
33,110028178264
34,110033112860
35,110016988526
36,110008568497
37,110044235949
38,110019369324
39,110012022612
40,110067776516
41,110066576244
42,110020504701
43,110071239564
44,110009821318
45,110071156432
46,110036287773
47,110002652317
48,110070580561
49,110070008537
50,110035312006
51,110015741492
52,110070826566
53,110060145141
54,110070268985
55,110059756474
56,110068110047
57,110071446223
58,110054424262
59,110041191527
60,110071065579
61,110024613881
62,110068488354
63,110014151924
64,110024867900
65,110071849572
66,110031891889
67,110071201705
68,110039638960
69,110031785174
70,110044171669
71,110017445317
72,110037354617
73,110005586151
74,110070213805
75,110011915320
76,110029633724
77,110001174050
78,110004003480
79,110014097887
80,110071878390
81,110029604809
82,110059985477
83,110055525347
84,110005732449
85,110070540788
86,110003318446
87,110071433883
88,110063060789
89,110067729694
90,110020930901
91,110017346308
92,110003050554
93,110016873285
94,110031423458
95,110071178157
96,110034651918
97,110013916094
98,110035505824
99,110033692449
100,110006680047
101,110005655763
102,110068747333
103,110037878534
104,110045760388
105,110037066224
106,110070242906
107,110044385180
108,110066122252
109,110042355910
110,110025118600
111,110032332358
112,110065269248
113,110017771115
114,110019234005
115,110000700518
116,110071294225
117,110030592124
118,110071005011
119,110011454862
120,110032588368
121,110071658086
122,110017498180
123,110070574887
124,110030999980
125,110065974486
126,110071255094
127,110004941430
128,110068923106
129,110068004279
130,110014323320
131,110018770980
132,110024312215
133,110049334154
134,110020169690
135,110040466493
136,110056102373
137,110033439599
138,110070245553
139,110032276338
140,110070007596
141,110070350219
142,110071883799
143,110032652797
144,110034560561
145,110066263509
146,110037205477
147,110065479547
148,110070603409
149,110031965693
150,110070424303
151,110006305408
152,110019230116
153,110068903850
154,110018918171
155,110032233483
156,110024997565
157,110003034270
158,110018637171
159,110071176288
160,110070335095
161,110046298154
162,110064402463
163,110067938370
164,110071747612
165,110018679802
166,110070874544
167,110017199716
168,110065957977
169,110018687170
170,110057057456
171,110019542066
172,110070687316
173,110007090860
174,110020289515
175,110019044915
176,110071877746
177,110032036847
178,110019310315
179,110056343700
180,110068751611
181,110070541385
182,110006113874
183,110070703407
184,110039376788
185,110070505290
186,110055769967
187,110067668278
188,110070789442
189,110007740908
190,110033126702
191,110033610858
192,110071498715
193,110070948118
194,110018907600
